tracker_id,date_added,last_sync_date_time,batt_level,hardware_rev,is_display_distance,is_display_calories,is_display_clock,is_display_flower,is_display_elevation,is_display_chatter,is_right_handed,tracker_name,device_type,on_dominant_hand,is_display_active_minutes,clock_face,enable_ancs,is_bonded,is_display_steps,alarm_update_time,is_display_heart_rate,heart_rate_tracking,heart_rate_tracking_update_time,tap_enabled,tap_screen,flick_enabled,flick_screen
2506007859,2023-11-27,2023-11-29T08:22:50.000Z,55,0,true,true,true,true,true,true,true,,Charge 3,false,false,A,true,false,true,2023-11-27T08:54:49.000Z,true,AUTO,2023-11-27T08:54:49.000Z,true,TIME,false,
2504786660,2023-11-27,2023-11-29T08:11:34.000Z,0,1,true,true,true,true,true,true,true,,MobileTrack,false,false,A,true,false,true,2023-11-27T09:01:54.000Z,true,AUTO,2023-11-27T09:01:54.000Z,true,TIME,false,
